{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.10,1.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,1.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,1.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.67,0.50,0.34,0.70,0.28,0.10,0.10,0.10,0.10,0.10,0.10,0.34,1.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.51,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.68,1.00,0.10,0.12,0.10,0.10,0.10,0.67,0.10,0.31,0.33,0.50,1.00,1.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.52,1.00,0.54,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,1.00,0.69,1.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.10,1.00,1.00,0.54,0.12,0.00,0.00,0.00,0.00,0.00,0.10,0.14,1.00,0.22,1.00,1.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.24,0.10,1.00,1.00,0.60,0.27,0.53,0.22,0.10,0.10,0.10,1.00,1.00,0.47,0.10,1.00,0.10,0.54,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.10,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10,0.10,0.68,0.43,1.00,0.12,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.57,0.24,0.20,0.30,0.10,0.19,0.10,0.10,0.10,0.10,0.00,0.00,0.13,1.00,0.10,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,1.00,0.35,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.67,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
{0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,}
